system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4,median_income_all_households_zip
CBE,13099.0,"Camera di Commercio in Bolzano, Italy (Stefano & Clara Peretti Italian Survey)",,Office,edificio amministrativo per i'istituto per la,2009-05-22,6383.0,camera di commercio,,,,,,italy,,,,,,,2007.0,,,,,,,,,
CBE,13101.0,Residential Survey - Pacific University - Burlingham Hall,,Residential,oak tree foundation,2011-05-10,6384.0,burlingham hall - pacific university,"marsh hall, 2043 college way, forest grove, or 97116, usa","marsh hall, 2043 college way",forest grove,or,97116,usa,,,,,-123.1094571,45.5209573,2006.0,2006.0,,4,87308.0,,,,,87308.0
CBE,13102.0,Residential Survey - Pacific University - Gilbert Hall,,Residential,oak tree foundation,2011-05-10,6385.0,gilbert hall - pacific university,"glenwood, or 97116, usa",glenwood,glenwood,or,97116,usa,,,,,-123.13223,45.570171,2008.0,2008.0,,5,87308.0,,,,,87308.0
CBE,13103.0,GSA SPOT 2009 - Auburn Teleservices Center,,Office,,2009-05-19,6386.0,auburn teleservices center,"1901 c st sw, auburn, wa 98001, usa",1901 c st sw,auburn,wa,98001,usa,,,,,-122.234137,47.2882879,2006.0,,silver,leed nc 2.1,107218.0,,,,,107218.0
CBE,13104.0,Latham & Watkins- Anna Feliciano,,Office,maguire properties,2009-05-25,6387.0,latham & watkins,"355 s grand ave, los angeles, ca 90071, usa",355 s grand ave,los angeles,ca,90071,usa,,,,,-118.2527537,34.0521592,2008.0,2008.0,certified,leed ci 2.0,,,,,,
CBE,13105.0,Nueva School - CA - Schools Survey,,K-12,,2009-05-15,6388.0,nueva school,"6565 ca-35, hillsborough, ca 94010, usa",6565 ca-35,hillsborough,ca,94010,usa,,,,,-122.3809035,37.5620457,,,,1,191758.0,,,,,191758.0
CBE,13106.0,Wooster Elementary - AR - Schools Study,,k-12,,2009-05-11,6389.0,wooster elementary school,"rosehaven dr, germantown, tn 38138, usa",rosehaven dr,germantown,tn,38138,usa,,,,,-89.8219838,35.0792747,2008.0,,,,130125.0,,,,,130125.0
CBE,13107.0,UC Merced - Science and Engineering Building,,Office,,2009-06-05,6390.0,uc merced - science and engineering 1 building,"leo & dottie kolligian library, 5200 lake rd, merced, ca 95340, usa","leo & dottie kolligian library, 5200 lake rd",merced,ca,95340,usa,,,,,-120.4245695,37.3662574,2006.0,,,,65141.0,,,,,65141.0
CBE,13108.0,GSA SPOT 2009 - Denver EPA,,Office,,2009-07-08,6392.0,denver epa,"1595 wynkoop st, denver, co 80202, usa",1595 wynkoop st,denver,co,80202,usa,,,,,-105.0014292,39.7516521,2007.0,,gold,leed nc 2.1,110372.0,,,,,110372.0
CBE,13109.0,City of Calgary- Water Centre,,Office,the city of calgary,2009-07-24,6391.0,water centre,,,,,,canada,,,,,,,2008.0,,gold,leed nc 1.0,,,,,,
CBE,13110.0,GSA SPOT 2009 - New San Francisco Federal Building,,Office,,2009-08-06,6393.0,new san francisco federal building,"san francisco federal building, 90 7th st, san francisco, ca 94103, usa","san francisco federal building, 90 7th st",san francisco,ca,94103,usa,,,,,-122.4119508,37.7793852,,,,1,122339.0,,,,,122339.0
CBE,13111.0,GSA SPOT 2009 - Bennett Federal Building,,Office,,2009-06-25,6394.0,charles e. bennett fob,"400 w bay st, jacksonville, fl 32202, usa",400 w bay st,jacksonville,fl,32202,usa,,,,,-81.6637337,30.3269484,1966.0,,,1,40070.0,,,,,40070.0
CBE,13112.0,Caltech Cahill Center for Astronomy & Astrophysics,,Office,caltech,2010-03-09,6395.0,cahill center for astronomy & astrophysics,"1216 e california blvd, pasadena, ca 91125, usa",1216 e california blvd,pasadena,ca,91125,usa,,,,,-118.1260392,34.1356271,2009.0,,gold,leed nc 2.2,,,,,,
CBE,13114.0,Lexmark LCCP Building - Bath Engineering_Commissioning (Spanish),,Office,,2009-12-21,6397.0,lexmark cartridge collection program- lccp building,"boulevard independencia 3550, cd. juarez, mexico, 32695",boulevard independencia 3550,,,,mexico,,,,,,,2009.0,,,,,,,,,
CBE,13115.0,UCSF - M5469 -Pathology Lab Post-Occupancy Survey,,Lab,ucsf,2009-09-24,6256.0,ucsf - m5469 -pathology lab post-occupancy survey,"513 parnassus ave, san francisco, ca 94143, usa",513 parnassus ave,san francisco,ca,94143,usa,,,,,-122.4582461,37.7631051,1962.0,,,1,,,,,,
CBE,13116.0,GSA US District Court Bay City US Post Office Building,,Office,,2009-06-03,6398.0,us district court- post office- bay city,"1000 washington ave ste 304, bay city, mi 48708, usa",1000 washington ave ste 304,bay city,mi,48708,usa,,,,,-83.8870507,43.6006305,,,,1,50216.0,,,,,50216.0
CBE,13118.0,Torre MG Pre Renovation Italian,,Office,,2009-07-09,6400.0,torre mg,,,,,,italy,,,,,,,,,,1,,,,,,
CBE,13119.0,UCSF - M6415/M6427 654 Minnesota Post Occ Survey,,Office,,2009-06-12,6257.0,ucsf - m6415/m6427 654 minnesota post occ survey,"minnesota, usa",minnesota,minnesota,mn,,usa,,,,,-94.6858998,46.729553,,,,1,,,,,,
CBE,13121.0,DECC Macquarie Tower Report,,Office,,2009-06-23,6405.0,macquarie tower,,,,,,australia,,,,,,,1987.0,,,1,,,,,,
CBE,13122.0,Department of Environment and Climate Change DECC Enterprise House,,Office,patella properties pty ltd,2009-06-23,6404.0,enterprise house,,,,,,australia,,,,,,,1989.0,,,1,,,,,,
CBE,13123.0,Department of Environment and Climate Change DECC Viewpoint,,Office,cromwell,2009-06-23,6407.0,viewpoint,,,,,,australia,,,,,,,1990.0,,,1,,,,,,
CBE,13124.0,Department of Environment and Climate Change DECC Goulburn Street,,Office,macquarie group trust,2009-06-23,6406.0,59 goulburn street,,,,,,australia,,,,,,,1973.0,1998.0,,1,,,,,,
CBE,13125.0,Department of Environment and Climate Change DECC Federation House,,Office,,2009-06-23,6408.0,federation house,,,,,,australia,,,,,,,1970.0,,,1,,,,,,
CBE,13126.0,Department of Environment and Climate Change DECC Armidale,,Office,state protery authority (nsw state government),2009-06-23,6409.0,government office block- armidale,,,,,,australia,,,,,,,1987.0,,,1,,,,,,
CBE,13127.0,"GSA SPOT 2009 SAMHSA , Rockville, MD",,Office,,2009-08-06,6410.0,"samhsa , rockville, md","5600 fishers ln, rockville, md 20852, usa",5600 fishers ln,rockville,md,20852,usa,,,,,-77.1126142,39.062332,,,,,121496.0,,,,,121496.0
CBE,13128.0,CETEC- DERM-Queensland Department Environment & Resource Management,,Office,investa assessment management,2009-08-28,6411.0,queensland derm,,,,,,australia,,,,,,,1972.0,1992.0,,1,,,,,,
CBE,13130.0,UC Merced - classroom/office,,Office,university of california,,6412.0,uc merced classroom/office,"merced, ca 95340, usa",merced,merced,ca,95340,usa,,,,,-120.4245922,37.366989,2006.0,,,4,65141.0,,,,,65141.0
CBE,13131.0,GSA SPOT 2009 United States Census Bureau,,Office,,2009-11-20,6413.0,united states census bureau,"4600 silver hill rd, suitland, md 20746, usa",4600 silver hill rd,suitland,md,20746,usa,,,,,-76.928745,38.8459099,2007.0,,gold,leed nc 2.1,78391.0,,,,,78391.0
CBE,13132.0,CETEC-LGS-28 Margaret Street,,Office,local government super,2009-08-28,6414.0,lgs project-28 margaret street,"28 margaret st, sydney nsw 2000",28 margaret st,sydney,nsw,,australia,,,,,,,1984.0,,,1,,,,,,
CBE,13133.0,CETEC-LGS-Lyon Park Road,,Office,local government super,2009-08-28,6415.0,lgs project-lyon park road,"2-4 lyonpark road, macquarie park nsw 2113",2-4 lyonpark road,macquarie park,nsw,,australia,,,,,,,2001.0,,,1,,,,,,
CBE,13134.0,CETEC-LGS-181 Miller Street,,Office,local government super,2009-08-28,6416.0,lgs project- 181 miller street,"181 miller street, north sydney, nsw 2060",181 miller street,north sydney,nsw,,australia,,,,,,,1977.0,,,1,,,,,,
CBE,13135.0,CETEC-LGS-120 Sussex Street,,Office,local government super,2009-08-28,6417.0,lgs project- 120 sussex street,"120 sussex st, sydney, nsw 2000",120 sussex st,sydney,nsw,,australia,,,,,,,1989.0,,,1,,,,,,
CBE,13136.0,HOK-Miriam Hospital Clinical Services- healthcare,,Healthcare,,2009-08-01,6420.0,miriam hospital clinical services,"164 summit ave, providence, ri 02906, usa",164 summit ave,providence,ri,,usa,,,,,-71.398257,41.851722,,,,1,,,,,,
CBE,13138.0,HOK-William Beaumont Hospital- Healthcare,,Healthcare,,2009-09-23,6419.0,william beaumont hospital,"3601 w 13 mile rd, royal oak, mi 48073, usa",3601 w 13 mile rd,royal oak,mi,48073,usa,,,,,-83.1926244,42.5145386,,,,,86426.0,,,,,86426.0
CBE,13140.0,GSA SPOT 2009-Cape Girardeau Courthouse,,Office,general services administration,2009-09-01,6422.0,cape girardeau courthouse-gsa spot 2009,"555 independence st, cape girardeau, mo 63703, usa",555 independence st,cape girardeau,mo,63703,usa,,,,,-89.5248432,37.3034408,1908.0,,,3,36909.0,,,,,36909.0
CBE,13142.0,American Technical Publishers- ATP Building,,Office,"american technical publishers, inc.",2009-10-01,6421.0,atp building,"10100 orland pkwy, tinley park, il 60487, usa",10100 orland pkwy,tinley park,il,60487,usa,,,,,-87.8647139,41.5557074,2008.0,,gold,leed nc 2.2,137426.0,,,,,137426.0
CBE,13144.0,CETEC- VS1,,Office,catholic archdiocese of adelaide,2009-10-30,6424.0,vs1,"39 wakefield st, adelaide sa 5000",39 wakefield st,adelaide,sa,,australia,,,,,,,2008.0,,cbe survey states leed nc 2.0 platinum,not on list (has equivalent rating),,,,,,
CBE,13145.0,Seward Co-op Grocery & Deli,,Office,,2009-10-12,6425.0,seward co-op grocery & deli,"2823 e franklin ave, minneapolis, mn 55406, usa",2823 e franklin ave,minneapolis,mn,55406,usa,,,,,-93.2301994,44.9624629,2009.0,,,,91865.0,,,,,91865.0
CBE,13146.0,Whitney's-BMS Pre,,ModifiedHealthcare,,2010-01-15,6442.0,baltimore medical system highlandtown health center,"3509 eastern ave, baltimore, md 21224, usa",3509 eastern ave,baltimore,md,21224,usa,,,,,-76.5676627,39.2864489,1900.0,1994.0,,1,86209.0,,,,,86209.0
CBE,13147.0,Whitney-BMS Post,,ModifiedHealthcare,highlandtown development,2010-10-15,6443.0,baltimore medical system healthy living center,"3700 fleet st, baltimore, md 21224, usa",3700 fleet st,baltimore,md,21224,usa,,,,,-76.56585,39.2859941,2010.0,,,4,86209.0,,,,,86209.0
CBE,13150.0,Orinda City Hall - Operable Windows Controls Module,,Office,city of orinda,2009-10-24,6428.0,orinda city hall,"22 orinda way, orinda, ca 94563, usa",22 orinda way,orinda,ca,94563,usa,,,,,-122.186209,37.8821468,2008.0,,gold,leed nc 2.1,,,,,,
CBE,13153.0,EHDD- Kavli Institute for Particle Astrophysics and Cosmology,,Office,stanford linear accelerator center,2009-11-24,6430.0,kavli institute for particle astrophysics and cosmology,"2575 sand hill rd, menlo park, ca 94025, usa",2575 sand hill rd,menlo park,ca,94025,usa,,,,,-122.2060424,37.4198747,2006.0,,,1,215871.0,,,,,215871.0
CBE,13156.0,EHDD-CSUMB Tanimura & Antle Family Memorial Library,,Office,csumb,2009-11-10,6435.0,csumb tanimura & antle family memorial library,"100 campus center, seaside, ca 93955, usa",100 campus center,seaside,ca,93955,usa,,,,,-121.801697,36.6538224,2008.0,,,5,82331.0,,,,,82331.0
CBE,13159.0,EHDD - UCBerkeley Units 1 and 2,,Residential,,2009-12-04,6438.0,uc berkeley units 1 and 2,"2650 haste st, berkeley, ca 94720, usa",2650 haste st,berkeley,ca,94720,usa,,,,,-122.2547613,37.8663608,,,,1,,,,,,
CBE,13160.0,Barry School - Sheward- Schools Study,,K-12,,2009-11-24,6432.0,commodore john barry elementary school,"race st, philadelphia, pa, usa",race st,philadelphia,pa,,usa,,,,,-75.1590427,39.9557794,2008.0,,,,,,,,,
CBE,13161.0,EHDD - San Diego Supercomputer Center,,Office,,2010-01-05,6439.0,san diego supercomputer center,"10100 hopkins dr, san diego, ca 92121, usa",10100 hopkins dr,san diego,ca,92121,usa,,,,,-117.2392555,32.8843723,,,,1,135795.0,,,,,135795.0
CBE,13162.0,Codding Enterprises- Comcast Building,,Office,,2010-07-29,6440.0,comcast building,"1300 valley rd, villanova, pa 19085, usa",1300 valley rd,villanova,pa,19085,usa,,,,,-75.3153896,40.0636358,2009.0,2009.0,,,,,,,,
CBE,13163.0,UC Berkeley- Anthony Hall- EBOM,,Office,,2010-02-15,6441.0,anthony hall- uc berkeley,"anthony hall, berkeley, ca 94720, usa",anthony hall,berkeley,ca,94720,usa,,,,,-122.2582008,37.8706835,1957.0,,,1,,,,,,
CBE,13165.0,Swinerton- FAIS Arts Pavilion,,Office,,2010-03-25,6444.0,fais arts pavilion,"66 page st, san francisco, ca 94102, usa",66 page st,san francisco,ca,94102,usa,,,,,-122.4218489,37.7742771,2009.0,2009.0,,,64781.0,,,,,64781.0
CBE,13166.0,Compton Union Building - Operable Windows Controls Module,,Office,,2010-06-01,6481.0,"compton union building, wsu","cub compton union building, 1500 glenn terrell mall, pullman, wa 99163, usa","cub compton union building, 1500 glenn terrell mall",pullman,wa,99163,usa,,,,,-117.1625132,46.7310689,,,,,46401.0,,,,,46401.0
CBE,13168.0,ZGF - United Brotherhood of Carpenters Survey,,Office,cpt/sc title holding corporation,2010-02-01,6445.0,533 fremont building,"533 s fremont ave, los angeles, ca 90071, usa",533 s fremont ave,los angeles,ca,90071,usa,,,,,-118.2589207,34.0521824,1968.0,,,1,,,,,,
CBE,13172.0,UC Merced Logistical Support Facility,,Office,"university of california, merced",2010-04-28,6447.0,uc merced- logistical site support facility,"leo & dottie kolligian library, 5200 lake rd, merced, ca 95340, usa","leo & dottie kolligian library, 5200 lake rd",merced,ca,95340,usa,,,,,-120.4245695,37.3662574,2008.0,,gold,leed nc 2.1,65141.0,,,,,65141.0
CBE,13176.0,Arup 560 Mission,,Office,,2010-03-24,6450.0,arup 560 mission,"jpmorgan chase building, 560 mission st, san francisco, ca 94105, usa","jpmorgan chase building, 560 mission st",san francisco,ca,94105,usa,,,,,-122.3993836,37.7887569,,,,1,239781.0,,,,,239781.0
CBE,13177.0,UCSF - M5470 HSW 14th Floor Post Occ Survey,,Lab,,2010-03-24,6497.0,ucsf - m5470 hsw 14th floor post occ survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,,,,1,154264.0,,,,,154264.0
CBE,13180.0,Kresge Foundation O&M Survey,,Office,the kresge foundation,2010-03-02,6449.0,kresge office building,"3215 w big beaver rd, troy, mi 48084, usa",3215 w big beaver rd,troy,mi,48084,usa,,,,,-83.1914844,42.5604645,,2006.0,platinum,leed nc 2.1,106004.0,,,,,106004.0
CBE,13181.0,ZGF- John A. Burns School Of Medicine ‚Äì Biosciences Building,,Office,,2010-03-30,6452.0,john a. burns school of medicine biosciences building,"651 ilalo st, honolulu, hi 96813, usa",651 ilalo st,honolulu,hi,96813,usa,,,,,-157.8637783,21.2964863,,,,1,87799.0,,,,,87799.0
CBE,13182.0,ZGF- Gold Bond Building,,Office,redico,2010-03-30,6453.0,gold bond building,"677 ala moana blvd, honolulu, hi 96813, usa",677 ala moana blvd,honolulu,hi,96813,usa,,,,,-157.8623345,21.297389,1965.0,,,1,87799.0,,,,,87799.0
CBE,13183.0,ZGF- Lauhala,,Office,,2010-03-30,6454.0,lauhala,"1236 lauhala st, honolulu, hi 96813, usa",1236 lauhala st,honolulu,hi,96813,usa,,,,,-157.8539441,21.3078166,,,,1,87799.0,,,,,87799.0
CBE,13184.0,HCH- Healthcare for the Homeless,,Healthcare,health care for the homeless,2010-03-30,6455.0,healthcare for the homeless-hch,"111 park ave, baltimore, md 21201, usa",111 park ave,baltimore,md,21201,usa,,,,,-76.6177593,39.2908132,1907.0,1991.0,,1,44722.0,,,,,44722.0
CBE,13186.0,Yahoo Building 1,,Office,yahoo!,2010-03-12,6456.0,yahoo building 1,"721 1st ave, sunnyvale, ca 94089, usa",721 1st ave,sunnyvale,ca,94089,usa,,,,,-122.0261188,37.4177517,2001.0,,,1,153725.0,,,,,153725.0
CBE,13195.0,CETEC- Sydney Water POE,,Office,,2010-05-21,6464.0,sydney water,,,,,,australia,,,,,,,,,,1,,,,,,
CBE,13197.0,David Brower Center,,Office,oxford street development,2010-04-09,6465.0,david brower center,"2150 allston way, berkeley, ca 94704, usa",2150 allston way,berkeley,ca,94704,usa,,,,,-122.2665454,37.8694137,2009.0,,,4,52105.0,,,,,52105.0
CBE,13198.0,Center for Health Care Design,,Healthcare,saint alphonsus regional medical center,2010-06-07,6466.0,saint alphonsus regional medical center,"1055 n curtis rd, boise, id 83706, usa",1055 n curtis rd,boise,id,83706,usa,,,,,-116.2558421,43.6132915,2007.0,,,1,81101.0,,,,,81101.0
CBE,13199.0,Center for Health Care Design,,Healthcare,,2010-05-21,6467.0,saint elizabeth,"1506 s oneida st, appleton, wi 54915, usa",1506 s oneida st,appleton,wi,54915,usa,,,,,-88.4027376,44.2485131,,,,1,83814.0,,,,,83814.0
CBE,13200.0,Center for Health Care Design,,Healthcare,,2010-04-21,6468.0,advocate health,"1775 dempster street, park ridge, il 60068, usa",1775 dempster street,park ridge,il,60068,usa,,,,,-87.847611,42.0384783,,,,1,138201.0,,,,,138201.0
CBE,13201.0,Center for Health Care Design,,Healthcare,,2010-04-09,6469.0,dublin methodist,"7500 hospital dr, dublin, oh 43016, usa",7500 hospital dr,dublin,oh,43016,usa,,,,,-83.1646727,40.1013876,,,,1,110518.0,,,,,110518.0
CBE,13202.0,CETEC- Southport Court House,,Office,,2010-05-14,6470.0,southport court house,,,,,,australia,,,,,,,,,,1,,,,,,
CBE,13203.0,Berea College - Operable Windows Controls Module,,Office,,2010-05-05,6482.0,"lincoln hall, berea college","college campus, berea, ky 40403, usa",college campus,berea,ky,40403,usa,,,,,-84.2964052,37.568761,,,,,60105.0,,,,,60105.0
CBE,13204.0,NAU ARD - Operable Windows Controls Module,,Office,,2010-06-01,6483.0,"ard facility, northern arizona university","1899 s san francisco st, flagstaff, az 86011, usa",1899 s san francisco st,flagstaff,az,86011,usa,,,,,-111.6539683,35.1804402,,,,,,,,,,
CBE,13205.0,Boora Arch Offices - Operable Windows Controls Module,,Office,,2010-07-01,6484.0,boora office renovation,,,,,,usa,,,,,,,2008.0,,,1,,,,,,
CBE,13207.0,Yale Kroon Hall - Operable Windows Controls Module,,Office,,2010-05-05,6485.0,"kroon hall, yale school of forestry","195 prospect st, new haven, ct 06511, usa",195 prospect st,new haven,ct,,usa,,,,,-72.9233497,41.3167876,,,,,,,,,,
CBE,13208.0,NBBJ Offices - Operable Windows Controls Module,,Office,,2010-07-01,6486.0,nbbj seattle office renovation,"223 yale ave n, seattle, wa 98109, usa",223 yale ave n,seattle,wa,98109,usa,,,,,-122.3307297,47.6201152,,,,1,130845.0,,,,,130845.0
CBE,13211.0,GSA Des Moines Post,,Office,,2010-05-07,6227.0,gsa comp survey- des moines federal bldg,"210 walnut st #165, des moines, ia 50309, usa",210 walnut st #165,des moines,ia,50309,usa,,,,,-93.6197334,41.5863356,,,,1,57974.0,,,,,57974.0
CBE,13212.0,"Savery Hall, University of Washington - Operable Windows Controls Module",,Office,,2010-06-01,6487.0,"savery hall, university of washington","chelan ln, seattle, wa 98105, usa",chelan ln,seattle,wa,98105,usa,,,,,-122.3083113,47.6572075,,,,,78691.0,,,,,78691.0
CBE,13214.0,UCSF - Smith Cardiovascular Rrsch Pre-Occ Survey,,Lab,,2010-05-28,6472.0,ucsf - smith cardiovascular rrsch pre-occ survey,"555 mission bay boulevard south, san francisco, ca 94158, usa",555 mission bay boulevard south,san francisco,ca,94158,usa,,,,,-122.39096,37.7698915,,,,1,184294.0,,,,,184294.0
CBE,13216.0,Celina Elementary School- TX- Schools Study,,K-12,,2010-05-05,6473.0,celina elementary school,"550 s utah dr, celina, tx 75009, usa",550 s utah dr,celina,tx,75009,usa,,,,,-96.791699,33.3176375,2003.0,,,1,166064.0,,,,,166064.0
CBE,13217.0,Los Angeles Public Library- Silver Lake Library,,Office,,2010-06-18,6474.0,los angeles public library- silver lake library,"2411 n glendale blvd, los angeles, ca 90026, usa",2411 n glendale blvd,los angeles,ca,90026,usa,,,,,-118.2597555,34.0868577,2009.0,,,,85835.0,,,,,85835.0
CBE,13220.0,Stanford- Green Earth Science Building --Taylor Engineering,,Office,stanford university,2010-06-15,6476.0,stanford - green earth science building,"green earth sciences, 367 panama st, stanford, ca 94305, usa","green earth sciences, 367 panama st",stanford,ca,94305,usa,,,,,-122.1740059,37.4268227,1991.0,,,1,72470.0,,,,,72470.0
CBE,13221.0,LBNL- Emeryville Station East - Joint Bioenergy Institute,,Office,,2010-06-15,6477.0,lbnl- emerystation east - joint bioenergy institute,"5885 hollis st, emeryville, ca 94608, usa",5885 hollis st,emeryville,ca,94608,usa,,,,,-122.2901547,37.8406114,2008.0,2008.0,,,116306.0,,,,,116306.0
CBE,13222.0,LBNL- Building  76 - Facilities,,Office,lbnl,2010-06-15,6478.0,lbnl- building ¬⊠76 - facilities,"berkeley, ca 94720, usa",berkeley,berkeley,ca,94720,usa,,,,,-122.2594606,37.870151,1964.0,2008.0,,1,,,,,,
CBE,13224.0,Center for Health Care Design Jersey Shore,,Healthcare,meridian health,2010-07-29,6480.0,jersey shore: north west pavillion,"1945 nj-33, neptune city, nj 07753, usa",1945 nj-33,neptune city,nj,,usa,,,,,-74.041212,40.2091347,2009.0,,,5,,,,,,
CBE,13249.0,UCSF - M7401 HSE 15 Craniofacial Pre Occ Survey,,Lab,,2010-08-05,6013.0,ucsf - hse pre-occupancy survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,,,,1,154264.0,,,,,154264.0
CBE,13252.0,UCD Student Health & Wellness Center,,Office,university of california davis,2010-10-29,6500.0,ucd student health & wellness center,"475e, wolf lake, il 62998, usa",475e,wolf lake,il,62998,usa,,,,,-89.440577,37.5836467,2010.0,,,3,73594.0,,,,,73594.0
CBE,13253.0,Lawrence Livermore National Lab LLNL B142,,Office,u.s. department of energy,2010-09-24,6501.0,llnl b142,"7000 east ave, livermore, ca 94550, usa",7000 east ave,livermore,ca,94550,usa,,,,,-121.716272,37.679975,2004.0,,,1,177218.0,,,,,177218.0
CBE,13254.0,Lawrence Livermore National Lab LLNL B264,,Office,u.s. department of energy,2002-08-13,6502.0,llnl b264,"7000 east ave, livermore, ca 94550, usa",7000 east ave,livermore,ca,94550,usa,,,,,-121.716272,37.679975,2005.0,,,1,177218.0,,,,,177218.0
CBE,13255.0,Vance Building,,Office,,2010-11-12,6503.0,vance building,"1402 3rd ave, seattle, wa 98101, usa",1402 3rd ave,seattle,wa,98101,usa,,,,,-122.3366776,47.6092258,1929.0,2007.0,,3,128143.0,,,,,128143.0
CBE,13256.0,Canberra ISIS -- CETEC,,Office,apesma,2010-09-13,6451.0,isis,,,,,,australia,,,,,,,1970.0,,,1,,,,,,
CBE,13257.0,Parkland Urology,,Healthcare,,2010-09-01,6504.0,parkland urology,,,,,,,,,,,,,,,,1,,,,,,
CBE,13258.0,Fletcher Jones Mercedes,,Office,fletcher jones motorcars,2010-09-15,6505.0,fletcher jones mercedes,"1520 w north ave, fresno, ca 93706, usa",1520 w north ave,fresno,ca,93706,usa,,,,,-119.8212871,36.6930437,2010.0,,,3,40023.0,,,,,40023.0
CBE,13260.0,Bridge Place Sydney,,Office,,2010-09-27,6506.0,"bridge street, sydney",,,,,,australia,,,,,,,,,,,,,,,,
CBE,13261.0,Enermodal HQ,,Office,enermodal engineering,2010-09-24,6507.0,enermodal hq,,,,,,canada,,,,,,,2009.0,2009.0,,3,,,,,,
CBE,13262.0,HCH-New Building,,Healthcare,,2010-01-15,6508.0,healthcare for the homeless new bldg,"421 fallsway, baltimore, md 21202, usa",421 fallsway,baltimore,md,21202,usa,,,,,-76.6096183,39.2938249,2010.0,,,,61578.0,,,,,61578.0
CBE,13263.0,400 George,,Office,,2010-11-12,6509.0,400 george,,,,,,,,,,,,,2009.0,,,1,,,,,,
CBE,13264.0,Weapons Integration,,Office,,2010-10-22,6510.0,wif,,,,,,,,,,,,,2007.0,,,,,,,,,
CBE,13265.0,Joint Computational Engineering Sandia Laboratory,,Office,national nuclear security administration,2010-10-22,6511.0,jcel,"albuquerque, nm 87185, usa",albuquerque,albuquerque,nm,87185,usa,,,,,-106.52,34.9799999,2004.0,,,3,,,,,,
CBE,13266.0,Center for Integrated Nanotechnologies,,Office,,2010-10-22,6512.0,cint,"albuquerque, nm 87185, usa",albuquerque,albuquerque,nm,87185,usa,,,,,-106.52,34.9799999,2006.0,,,4,,,,,,
CBE,13267.0,Stege Administrative Office-Stege Sanitary District,,Office,stege sanitation district,2010-12-15,6513.0,adminoffice,"7500 schmidt ln, el cerrito, ca 94530, usa",7500 schmidt ln,el cerrito,ca,94530,usa,,,,,-122.2999,37.9185792,2010.0,,,1,127731.0,,,,,127731.0
CBE,13268.0,Tacoma Goodwill Industries Milgard Work Opportunity Center,,Office,,2010-10-18,6515.0,hse survey two,"714 s 27th st, tacoma, wa 98409, usa",714 s 27th st,tacoma,wa,98409,usa,,,,,-122.4423881,47.2353168,2010.0,,,1,71649.0,,,,,71649.0
CBE,13269.0,Tahoe Center for Environmental Sciences-Integral Group,,Office,sierra nevada college,2010-10-22,6516.0,tahoeces,"999 tahoe blvd, incline village, nv 89451, usa",999 tahoe blvd,incline village,nv,89451,usa,,,,,-119.9384347,39.2452176,2006.0,,,3,162300.0,,,,,162300.0
CBE,13270.0,Gulf Islands National Park Operations Center- Parks Canada,,Office,parks canada,2010-11-29,6517.0,ginpoc,,,,,,canada,,,,,,,2005.0,,,1,,,,,,
CBE,13271.0,Annapolis Junction Mega Center- Boston Properties,,Office,,2010-11-18,6518.0,annapolismegacenter,"8210 dorsey run rd, jessup, md 20794, usa",8210 dorsey run rd,jessup,md,20794,usa,,,,,-76.7938501,39.1200768,2008.0,,,,105441.0,,,,,105441.0
CBE,13272.0,Rampart Station LAPD,,Office,city of los angeles,2010-12-03,6519.0,rampart station,"1401 w 6th st, los angeles, ca 90017, usa",1401 w 6th st,los angeles,ca,90017,usa,,,,,-118.2670518,34.0567178,2008.0,,,4,51317.0,,,,,51317.0
CBE,13273.0,Harbor Station and Jail- LAPD,,Office,,2010-12-03,6520.0,harbor station & jail,"harbor freeway, los angeles, ca 90061, usa",harbor freeway,los angeles,ca,90061,usa,,,,,-118.2813383,33.9287487,,,,1,60114.0,,,,,60114.0
CBE,13274.0,Hough Hall- UFL,,Office,university of florida,2010-12-15,6521.0,hough hall,"5017 sw 41 blvd, gainesville, fl 32608, usa",5017 sw 41 blvd,gainesville,fl,32608,usa,,,,,-82.3770276,29.6041378,2010.0,,,5,60182.0,,,,,60182.0
CBE,13277.0,GSMCC-UCD,,Office,,2010-10-29,6523.0,"graduate school of management, offices and conference center project","1 shields ave, davis, ca 95616, usa",1 shields ave,davis,ca,95616,usa,,,,,-121.7474768,38.5347549,,,,,74758.0,,,,,74758.0
CBE,13278.0,STF-NREL,,Office,,2011-01-15,6524.0,stf,"15213 denver w pkwy, golden, co 80401, usa",15213 denver w pkwy,golden,co,80401,usa,,,,,-105.1698237,39.7401515,2006.0,,,4,112444.0,,,,,112444.0
