system,survey_id,survey_name,data-available,survey_type,survey_org,survey_endDate,building_id,building_name,building_address,building_street,building_city,building_state,building_zip,building_country,Sq. Ft. ,school type,locale,Title 1 (Y/N),building_lon,building_lat,building_constructed,building_renovated,building_leed,building_leed-version,median income,bldg-feat-1,bldg-feat-2,bldg-feat-3,bldg-feat-4
CBE,13111,GSA SPOT 2009 - Bennett Federal Building,,Office,,2009-06-25,6394,charles e. bennett fob,"400 w bay st, jacksonville, fl 32202, usa",400 w bay st,jacksonville,fl,32202,usa,,,,,-81.6637337,30.3269484,1966,,,1,40070,,,,
CBE,13112,Caltech Cahill Center for Astronomy & Astrophysics,,Office,caltech,2010-03-09,6395,cahill center for astronomy & astrophysics,"1216 e california blvd, pasadena, ca 91125, usa",1216 e california blvd,pasadena,ca,91125,usa,,,,,-118.1260392,34.1356271,2009,,gold,leed nc 2.2,,,,,
CBE,13114,Lexmark LCCP Building - Bath Engineering_Commissioning (Spanish),,Office,,2009-12-21,6397,lexmark cartridge collection program- lccp building,"boulevard independencia 3550, cd. juarez, mexico, 32695",boulevard independencia 3550,,,,mexico,,,,,,,2009,,,,,,,,
CBE,13115,UCSF - M5469 -Pathology Lab Post-Occupancy Survey,,Lab,ucsf,2009-09-24,6256,ucsf - m5469 -pathology lab post-occupancy survey,"513 parnassus ave, san francisco, ca 94143, usa",513 parnassus ave,san francisco,ca,94143,usa,,,,,-122.4582461,37.7631051,1962,,,1,,,,,
CBE,13116,GSA US District Court Bay City US Post Office Building,,Office,,2009-06-03,6398,us district court- post office- bay city,"1000 washington ave ste 304, bay city, mi 48708, usa",1000 washington ave ste 304,bay city,mi,48708,usa,,,,,-83.8870507,43.6006305,,,,1,50216,,,,
CBE,13118,Torre MG Pre Renovation Italian,,Office,,2009-07-09,6400,torre mg,,,,,,italy,,,,,,,,,,1,,,,,
CBE,13119,UCSF - M6415/M6427 654 Minnesota Post Occ Survey,,Office,,2009-06-12,6257,ucsf - m6415/m6427 654 minnesota post occ survey,"minnesota, usa",minnesota,minnesota,mn,,usa,,,,,-94.6858998,46.729553,,,,1,,,,,
CBE,13121,DECC Macquarie Tower Report,,Office,,2009-06-23,6405,macquarie tower,,,,,,australia,,,,,,,1987,,,1,,,,,
CBE,13122,Department of Environment and Climate Change DECC Enterprise House,,Office,patella properties pty ltd,2009-06-23,6404,enterprise house,,,,,,australia,,,,,,,1989,,,1,,,,,
CBE,13123,Department of Environment and Climate Change DECC Viewpoint,,Office,cromwell,2009-06-23,6407,viewpoint,,,,,,australia,,,,,,,1990,,,1,,,,,
CBE,13124,Department of Environment and Climate Change DECC Goulburn Street,,Office,macquarie group trust,2009-06-23,6406,59 goulburn street,,,,,,australia,,,,,,,1973,1998,,1,,,,,
CBE,13125,Department of Environment and Climate Change DECC Federation House,,Office,,2009-06-23,6408,federation house,,,,,,australia,,,,,,,1970,,,1,,,,,
CBE,13126,Department of Environment and Climate Change DECC Armidale,,Office,state protery authority (nsw state government),2009-06-23,6409,government office block- armidale,,,,,,australia,,,,,,,1987,,,1,,,,,
CBE,13127,"GSA SPOT 2009 SAMHSA , Rockville, MD",,Office,,2009-08-06,6410,"samhsa , rockville, md","5600 fishers ln, rockville, md 20852, usa",5600 fishers ln,rockville,md,20852,usa,,,,,-77.1126142,39.062332,,,,,121496,,,,
CBE,13128,CETEC- DERM-Queensland Department Environment & Resource Management,,Office,investa assessment management,2009-08-28,6411,queensland derm,,,,,,australia,,,,,,,1972,1992,,1,,,,,
CBE,13130,UC Merced - classroom/office,,Office,university of california,,6412,uc merced classroom/office,"merced, ca 95340, usa",merced,merced,ca,95340,usa,,,,,-120.4245922,37.366989,2006,,,4,65141,,,,
CBE,13131,GSA SPOT 2009 United States Census Bureau,,Office,,2009-11-20,6413,united states census bureau,"4600 silver hill rd, suitland, md 20746, usa",4600 silver hill rd,suitland,md,20746,usa,,,,,-76.928745,38.8459099,2007,,gold,leed nc 2.1,78391,,,,
CBE,13132,CETEC-LGS-28 Margaret Street,,Office,local government super,2009-08-28,6414,lgs project-28 margaret street,"28 margaret st, sydney nsw 2000",28 margaret st,sydney,nsw,2000,australia,,,,,,,1984,,,1,,,,,
CBE,13133,CETEC-LGS-Lyon Park Road,,Office,local government super,2009-08-28,6415,lgs project-lyon park road,"2-4 lyonpark road, macquarie park nsw 2113",2-4 lyonpark road,macquarie park,nsw,2113,australia,,,,,,,2001,,,1,,,,,
CBE,13134,CETEC-LGS-181 Miller Street,,Office,local government super,2009-08-28,6416,lgs project- 181 miller street,"181 miller street, north sydney, nsw 2060",181 miller street,north sydney,nsw,2060,australia,,,,,,,1977,,,1,,,,,
CBE,13135,CETEC-LGS-120 Sussex Street,,Office,local government super,2009-08-28,6417,lgs project- 120 sussex street,"120 sussex st, sydney, nsw 2000",120 sussex st,sydney,nsw,2000,australia,,,,,,,1989,,,1,,,,,
CBE,13136,HOK-Miriam Hospital Clinical Services- healthcare,,Healthcare,,2009-08-01,6420,miriam hospital clinical services,"164 summit ave, providence, ri 02906, usa",164 summit ave,providence,ri,2906,usa,,,,,-71.398257,41.851722,,,,1,,,,,
CBE,13138,HOK-William Beaumont Hospital- Healthcare,,Healthcare,,2009-09-23,6419,william beaumont hospital,"3601 w 13 mile rd, royal oak, mi 48073, usa",3601 w 13 mile rd,royal oak,mi,48073,usa,,,,,-83.1926244,42.5145386,,,,,86426,,,,
CBE,13140,GSA SPOT 2009-Cape Girardeau Courthouse,,Office,general services administration,2009-09-01,6422,cape girardeau courthouse-gsa spot 2009,"555 independence st, cape girardeau, mo 63703, usa",555 independence st,cape girardeau,mo,63703,usa,,,,,-89.5248432,37.3034408,1908,,,3,36909,,,,
CBE,13142,American Technical Publishers- ATP Building,,Office,"american technical publishers, inc.",2009-10-01,6421,atp building,"10100 orland pkwy, tinley park, il 60487, usa",10100 orland pkwy,tinley park,il,60487,usa,,,,,-87.8647139,41.5557074,2008,,gold,leed nc 2.2,137426,,,,
CBE,13144,CETEC- VS1,,Office,catholic archdiocese of adelaide,2009-10-30,6424,vs1,"39 wakefield st, adelaide sa 5000",39 wakefield st,adelaide,sa,5000,australia,,,,,,,2008,,cbe survey states leed nc 2.0 platinum,not on list (has equivalent rating),,,,,
CBE,13145,Seward Co-op Grocery & Deli,,Office,,2009-10-12,6425,seward co-op grocery & deli,"2823 e franklin ave, minneapolis, mn 55406, usa",2823 e franklin ave,minneapolis,mn,55406,usa,,,,,-93.2301994,44.9624629,2009,,,,91865,,,,
CBE,13146,Whitney's-BMS Pre,,ModifiedHealthcare,,2010-01-15,6442,baltimore medical system highlandtown health center,"3509 eastern ave, baltimore, md 21224, usa",3509 eastern ave,baltimore,md,21224,usa,,,,,-76.5676627,39.2864489,1900,1994,,1,86209,,,,
CBE,13147,Whitney-BMS Post,,ModifiedHealthcare,highlandtown development,2010-10-15,6443,baltimore medical system healthy living center,"3700 fleet st, baltimore, md 21224, usa",3700 fleet st,baltimore,md,21224,usa,,,,,-76.56585,39.2859941,2010,,,4,86209,,,,
CBE,13150,Orinda City Hall - Operable Windows Controls Module,,Office,city of orinda,2009-10-24,6428,orinda city hall,"22 orinda way, orinda, ca 94563, usa",22 orinda way,orinda,ca,94563,usa,,,,,-122.186209,37.8821468,2008,,gold,leed nc 2.1,,,,,
CBE,13153,EHDD- Kavli Institute for Particle Astrophysics and Cosmology,,Office,stanford linear accelerator center,2009-11-24,6430,kavli institute for particle astrophysics and cosmology,"2575 sand hill rd, menlo park, ca 94025, usa",2575 sand hill rd,menlo park,ca,94025,usa,,,,,-122.2060424,37.4198747,2006,,,1,215871,,,,
CBE,13156,EHDD-CSUMB Tanimura & Antle Family Memorial Library,,Office,csumb,2009-11-10,6435,csumb tanimura & antle family memorial library,"100 campus center, seaside, ca 93955, usa",100 campus center,seaside,ca,93955,usa,,,,,-121.801697,36.6538224,2008,,,5,82331,,,,
CBE,13159,EHDD - UCBerkeley Units 1 and 2,,Residential,,2009-12-04,6438,uc berkeley units 1 and 2,"2650 haste st, berkeley, ca 94720, usa",2650 haste st,berkeley,ca,94720,usa,,,,,-122.2547613,37.8663608,,,,1,,,,,
CBE,13160,Barry School - Sheward- Schools Study,,K-12,,2009-11-24,6432,commodore john barry elementary school,"race st, philadelphia, pa, usa",race st,philadelphia,pa,,usa,,,,,-75.1590427,39.9557794,2008,,,,,,,,
CBE,13161,EHDD - San Diego Supercomputer Center,,Office,,2010-01-05,6439,san diego supercomputer center,"10100 hopkins dr, san diego, ca 92121, usa",10100 hopkins dr,san diego,ca,92121,usa,,,,,-117.2392555,32.8843723,,,,1,135795,,,,
CBE,13162,Codding Enterprises- Comcast Building,,Office,,2010-07-29,6440,comcast building,"1300 valley rd, villanova, pa 19085, usa",1300 valley rd,villanova,pa,19085,usa,,,,,-75.3153896,40.0636358,2009,2009,,,,,,,
CBE,13163,UC Berkeley- Anthony Hall- EBOM,,Office,,2010-02-15,6441,anthony hall- uc berkeley,"anthony hall, berkeley, ca 94720, usa",anthony hall,berkeley,ca,94720,usa,,,,,-122.2582008,37.8706835,1957,,,1,,,,,
CBE,13165,Swinerton- FAIS Arts Pavilion,,Office,,2010-03-25,6444,fais arts pavilion,"66 page st, san francisco, ca 94102, usa",66 page st,san francisco,ca,94102,usa,,,,,-122.4218489,37.7742771,2009,2009,,,64781,,,,
CBE,13166,Compton Union Building - Operable Windows Controls Module,,Office,,2010-06-01,6481,"compton union building, wsu","cub compton union building, 1500 glenn terrell mall, pullman, wa 99163, usa","cub compton union building, 1500 glenn terrell mall",pullman,wa,99163,usa,,,,,-117.1625132,46.7310689,,,,,46401,,,,
CBE,13168,ZGF - United Brotherhood of Carpenters Survey,,Office,cpt/sc title holding corporation,2010-02-01,6445,533 fremont building,"533 s fremont ave, los angeles, ca 90071, usa",533 s fremont ave,los angeles,ca,90071,usa,,,,,-118.2589207,34.0521824,1968,,,1,,,,,
CBE,13172,UC Merced Logistical Support Facility,,Office,"university of california, merced",2010-04-28,6447,uc merced- logistical site support facility,"leo & dottie kolligian library, 5200 lake rd, merced, ca 95340, usa","leo & dottie kolligian library, 5200 lake rd",merced,ca,95340,usa,,,,,-120.4245695,37.3662574,2008,,gold,leed nc 2.1,65141,,,,
CBE,13176,Arup 560 Mission,,Office,,2010-03-24,6450,arup 560 mission,"jpmorgan chase building, 560 mission st, san francisco, ca 94105, usa","jpmorgan chase building, 560 mission st",san francisco,ca,94105,usa,,,,,-122.3993836,37.7887569,,,,1,239781,,,,
CBE,13177,UCSF - M5470 HSW 14th Floor Post Occ Survey,,Lab,,2010-03-24,6497,ucsf - m5470 hsw 14th floor post occ survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,,,,1,154264,,,,
CBE,13180,Kresge Foundation O&M Survey,,Office,the kresge foundation,2010-03-02,6449,kresge office building,"3215 w big beaver rd, troy, mi 48084, usa",3215 w big beaver rd,troy,mi,48084,usa,,,,,-83.1914844,42.5604645,,2006,platinum,leed nc 2.1,106004,,,,
CBE,13181,ZGF- John A. Burns School Of Medicine ‚Äì Biosciences Building,,Office,,2010-03-30,6452,john a. burns school of medicine biosciences building,"651 ilalo st, honolulu, hi 96813, usa",651 ilalo st,honolulu,hi,96813,usa,,,,,-157.8637783,21.2964863,,,,1,87799,,,,
CBE,13182,ZGF- Gold Bond Building,,Office,redico,2010-03-30,6453,gold bond building,"677 ala moana blvd, honolulu, hi 96813, usa",677 ala moana blvd,honolulu,hi,96813,usa,,,,,-157.8623345,21.297389,1965,,,1,87799,,,,
CBE,13183,ZGF- Lauhala,,Office,,2010-03-30,6454,lauhala,"1236 lauhala st, honolulu, hi 96813, usa",1236 lauhala st,honolulu,hi,96813,usa,,,,,-157.8539441,21.3078166,,,,1,87799,,,,
CBE,13184,HCH- Healthcare for the Homeless,,Healthcare,health care for the homeless,2010-03-30,6455,healthcare for the homeless-hch,"111 park ave, baltimore, md 21201, usa",111 park ave,baltimore,md,21201,usa,,,,,-76.6177593,39.2908132,1907,1991,,1,44722,,,,
CBE,13186,Yahoo Building 1,,Office,yahoo!,2010-03-12,6456,yahoo building 1,"721 1st ave, sunnyvale, ca 94089, usa",721 1st ave,sunnyvale,ca,94089,usa,,,,,-122.0261188,37.4177517,2001,,,1,153725,,,,
CBE,13195,CETEC- Sydney Water POE,,Office,,2010-05-21,6464,sydney water,,,,,,australia,,,,,,,,,,1,,,,,
CBE,13197,David Brower Center,,Office,oxford street development,2010-04-09,6465,david brower center,"2150 allston way, berkeley, ca 94704, usa",2150 allston way,berkeley,ca,94704,usa,,,,,-122.2665454,37.8694137,2009,,,4,52105,,,,
CBE,13198,Center for Health Care Design,,Healthcare,saint alphonsus regional medical center,2010-06-07,6466,saint alphonsus regional medical center,"1055 n curtis rd, boise, id 83706, usa",1055 n curtis rd,boise,id,83706,usa,,,,,-116.2558421,43.6132915,2007,,,1,81101,,,,
CBE,13199,Center for Health Care Design,,Healthcare,,2010-05-21,6467,saint elizabeth,"1506 s oneida st, appleton, wi 54915, usa",1506 s oneida st,appleton,wi,54915,usa,,,,,-88.4027376,44.2485131,,,,1,83814,,,,
CBE,13200,Center for Health Care Design,,Healthcare,,2010-04-21,6468,advocate health,"1775 dempster street, park ridge, il 60068, usa",1775 dempster street,park ridge,il,60068,usa,,,,,-87.847611,42.0384783,,,,1,138201,,,,
CBE,13201,Center for Health Care Design,,Healthcare,,2010-04-09,6469,dublin methodist,"7500 hospital dr, dublin, oh 43016, usa",7500 hospital dr,dublin,oh,43016,usa,,,,,-83.1646727,40.1013876,,,,1,110518,,,,
CBE,13202,CETEC- Southport Court House,,Office,,2010-05-14,6470,southport court house,,,,,,australia,,,,,,,,,,1,,,,,
CBE,13203,Berea College - Operable Windows Controls Module,,Office,,2010-05-05,6482,"lincoln hall, berea college","college campus, berea, ky 40403, usa",college campus,berea,ky,40403,usa,,,,,-84.2964052,37.568761,,,,,60105,,,,
CBE,13204,NAU ARD - Operable Windows Controls Module,,Office,,2010-06-01,6483,"ard facility, northern arizona university","1899 s san francisco st, flagstaff, az 86011, usa",1899 s san francisco st,flagstaff,az,86011,usa,,,,,-111.6539683,35.1804402,,,,,,,,,
CBE,13205,Boora Arch Offices - Operable Windows Controls Module,,Office,,2010-07-01,6484,boora office renovation,,,,,,usa,,,,,,,2008,,,1,,,,,
CBE,13207,Yale Kroon Hall - Operable Windows Controls Module,,Office,,2010-05-05,6485,"kroon hall, yale school of forestry","195 prospect st, new haven, ct 06511, usa",195 prospect st,new haven,ct,6511,usa,,,,,-72.9233497,41.3167876,,,,,,,,,
CBE,13208,NBBJ Offices - Operable Windows Controls Module,,Office,,2010-07-01,6486,nbbj seattle office renovation,"223 yale ave n, seattle, wa 98109, usa",223 yale ave n,seattle,wa,98109,usa,,,,,-122.3307297,47.6201152,,,,1,130845,,,,
CBE,13211,GSA Des Moines Post,,Office,,2010-05-07,6227,gsa comp survey- des moines federal bldg,"210 walnut st #165, des moines, ia 50309, usa",210 walnut st #165,des moines,ia,50309,usa,,,,,-93.6197334,41.5863356,,,,1,57974,,,,
CBE,13212,"Savery Hall, University of Washington - Operable Windows Controls Module",,Office,,2010-06-01,6487,"savery hall, university of washington","chelan ln, seattle, wa 98105, usa",chelan ln,seattle,wa,98105,usa,,,,,-122.3083113,47.6572075,,,,,78691,,,,
CBE,13214,UCSF - Smith Cardiovascular Rrsch Pre-Occ Survey,,Lab,,2010-05-28,6472,ucsf - smith cardiovascular rrsch pre-occ survey,"555 mission bay boulevard south, san francisco, ca 94158, usa",555 mission bay boulevard south,san francisco,ca,94158,usa,,,,,-122.39096,37.7698915,,,,1,184294,,,,
CBE,13216,Celina Elementary School- TX- Schools Study,,K-12,,2010-05-05,6473,celina elementary school,"550 s utah dr, celina, tx 75009, usa",550 s utah dr,celina,tx,75009,usa,,,,,-96.791699,33.3176375,2003,,,1,166064,,,,
CBE,13217,Los Angeles Public Library- Silver Lake Library,,Office,,2010-06-18,6474,los angeles public library- silver lake library,"2411 n glendale blvd, los angeles, ca 90026, usa",2411 n glendale blvd,los angeles,ca,90026,usa,,,,,-118.2597555,34.0868577,2009,,,,85835,,,,
CBE,13220,Stanford- Green Earth Science Building --Taylor Engineering,,Office,stanford university,2010-06-15,6476,stanford - green earth science building,"green earth sciences, 367 panama st, stanford, ca 94305, usa","green earth sciences, 367 panama st",stanford,ca,94305,usa,,,,,-122.1740059,37.4268227,1991,,,1,72470,,,,
CBE,13221,LBNL- Emeryville Station East - Joint Bioenergy Institute,,Office,,2010-06-15,6477,lbnl- emerystation east - joint bioenergy institute,"5885 hollis st, emeryville, ca 94608, usa",5885 hollis st,emeryville,ca,94608,usa,,,,,-122.2901547,37.8406114,2008,2008,,,116306,,,,
CBE,13222,LBNL- Building  76 - Facilities,,Office,lbnl,2010-06-15,6478,lbnl- building ¬⊠76 - facilities,"berkeley, ca 94720, usa",berkeley,berkeley,ca,94720,usa,,,,,-122.2594606,37.870151,1964,2008,,1,,,,,
CBE,13224,Center for Health Care Design Jersey Shore,,Healthcare,meridian health,2010-07-29,6480,jersey shore: north west pavillion,"1945 nj-33, neptune city, nj 07753, usa",1945 nj-33,neptune city,nj,7753,usa,,,,,-74.041212,40.2091347,2009,,,5,,,,,
CBE,13249,UCSF - M7401 HSE 15 Craniofacial Pre Occ Survey,,Lab,,2010-08-05,6013,ucsf - hse pre-occupancy survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,,,,1,154264,,,,
CBE,13252,UCD Student Health & Wellness Center,,Office,university of california davis,2010-10-29,6500,ucd student health & wellness center,"475e, wolf lake, il 62998, usa",475e,wolf lake,il,62998,usa,,,,,-89.440577,37.5836467,2010,,,3,73594,,,,
CBE,13253,Lawrence Livermore National Lab LLNL B142,,Office,u.s. department of energy,2010-09-24,6501,llnl b142,"7000 east ave, livermore, ca 94550, usa",7000 east ave,livermore,ca,94550,usa,,,,,-121.716272,37.679975,2004,,,1,177218,,,,
CBE,13254,Lawrence Livermore National Lab LLNL B264,,Office,u.s. department of energy,2002-08-13,6502,llnl b264,"7000 east ave, livermore, ca 94550, usa",7000 east ave,livermore,ca,94550,usa,,,,,-121.716272,37.679975,2005,,,1,177218,,,,
CBE,13255,Vance Building,,Office,,2010-11-12,6503,vance building,"1402 3rd ave, seattle, wa 98101, usa",1402 3rd ave,seattle,wa,98101,usa,,,,,-122.3366776,47.6092258,1929,2007,,3,128143,,,,
CBE,13256,Canberra ISIS -- CETEC,,Office,apesma,2010-09-13,6451,isis,,,,,,australia,,,,,,,1970,,,1,,,,,
CBE,13257,Parkland Urology,,Healthcare,,2010-09-01,6504,parkland urology,,,,,,,,,,,,,,,,1,,,,,
CBE,13258,Fletcher Jones Mercedes,,Office,fletcher jones motorcars,2010-09-15,6505,fletcher jones mercedes,"1520 w north ave, fresno, ca 93706, usa",1520 w north ave,fresno,ca,93706,usa,,,,,-119.8212871,36.6930437,2010,,,3,40023,,,,
CBE,13260,Bridge Place Sydney,,Office,,2010-09-27,6506,"bridge street, sydney",,,,,,australia,,,,,,,,,,,,,,,
CBE,13261,Enermodal HQ,,Office,enermodal engineering,2010-09-24,6507,enermodal hq,,,,,,canada,,,,,,,2009,2009,,3,,,,,
CBE,13262,HCH-New Building,,Healthcare,,2010-01-15,6508,healthcare for the homeless new bldg,"421 fallsway, baltimore, md 21202, usa",421 fallsway,baltimore,md,21202,usa,,,,,-76.6096183,39.2938249,2010,,,,61578,,,,
CBE,13263,400 George,,Office,,2010-11-12,6509,400 george,,,,,,,,,,,,,2009,,,1,,,,,
CBE,13264,Weapons Integration,,Office,,2010-10-22,6510,wif,,,,,,,,,,,,,2007,,,,,,,,
CBE,13265,Joint Computational Engineering Sandia Laboratory,,Office,national nuclear security administration,2010-10-22,6511,jcel,"albuquerque, nm 87185, usa",albuquerque,albuquerque,nm,87185,usa,,,,,-106.52,34.9799999,2004,,,3,,,,,
CBE,13266,Center for Integrated Nanotechnologies,,Office,,2010-10-22,6512,cint,"albuquerque, nm 87185, usa",albuquerque,albuquerque,nm,87185,usa,,,,,-106.52,34.9799999,2006,,,4,,,,,
CBE,13267,Stege Administrative Office-Stege Sanitary District,,Office,stege sanitation district,2010-12-15,6513,adminoffice,"7500 schmidt ln, el cerrito, ca 94530, usa",7500 schmidt ln,el cerrito,ca,94530,usa,,,,,-122.2999,37.9185792,2010,,,1,127731,,,,
CBE,13268,Tacoma Goodwill Industries Milgard Work Opportunity Center,,Office,,2010-10-18,6515,hse survey two,"714 s 27th st, tacoma, wa 98409, usa",714 s 27th st,tacoma,wa,98409,usa,,,,,-122.4423881,47.2353168,2010,,,1,71649,,,,
CBE,13269,Tahoe Center for Environmental Sciences-Integral Group,,Office,sierra nevada college,2010-10-22,6516,tahoeces,"999 tahoe blvd, incline village, nv 89451, usa",999 tahoe blvd,incline village,nv,89451,usa,,,,,-119.9384347,39.2452176,2006,,,3,162300,,,,
CBE,13270,Gulf Islands National Park Operations Center- Parks Canada,,Office,parks canada,2010-11-29,6517,ginpoc,,,,,,canada,,,,,,,2005,,,1,,,,,
CBE,13271,Annapolis Junction Mega Center- Boston Properties,,Office,,2010-11-18,6518,annapolismegacenter,"8210 dorsey run rd, jessup, md 20794, usa",8210 dorsey run rd,jessup,md,20794,usa,,,,,-76.7938501,39.1200768,2008,,,,105441,,,,
CBE,13272,Rampart Station LAPD,,Office,city of los angeles,2010-12-03,6519,rampart station,"1401 w 6th st, los angeles, ca 90017, usa",1401 w 6th st,los angeles,ca,90017,usa,,,,,-118.2670518,34.0567178,2008,,,4,51317,,,,
CBE,13273,Harbor Station and Jail- LAPD,,Office,,2010-12-03,6520,harbor station & jail,"harbor freeway, los angeles, ca 90061, usa",harbor freeway,los angeles,ca,90061,usa,,,,,-118.2813383,33.9287487,,,,1,60114,,,,
CBE,13274,Hough Hall- UFL,,Office,university of florida,2010-12-15,6521,hough hall,"5017 sw 41 blvd, gainesville, fl 32608, usa",5017 sw 41 blvd,gainesville,fl,32608,usa,,,,,-82.3770276,29.6041378,2010,,,5,60182,,,,
CBE,13277,GSMCC-UCD,,Office,,2010-10-29,6523,"graduate school of management, offices and conference center project","1 shields ave, davis, ca 95616, usa",1 shields ave,davis,ca,95616,usa,,,,,-121.7474768,38.5347549,,,,,74758,,,,
CBE,13278,STF-NREL,,Office,,2011-01-15,6524,stf,"15213 denver w pkwy, golden, co 80401, usa",15213 denver w pkwy,golden,co,80401,usa,,,,,-105.1698237,39.7401515,2006,,,4,112444,,,,
CBE,13279,SRCSD-SASD,,Office,sasd & srcsd,2010-12-21,6525,srcsd,"10060 goethe rd, sacramento, ca 95827, usa",10060 goethe rd,sacramento,ca,95827,usa,,,,,-121.3323002,38.5514564,2009,,,5,82382,,,,
CBE,13280,1GA-Yahoo Inc,,Office,sobrato,2010-12-03,6526,1ga,"4401 great america pkwy, santa clara, ca 95054, usa",4401 great america pkwy,santa clara,ca,95054,usa,,,,,-121.9766522,37.3935531,1985,,,1,204052,,,,
CBE,13281,2GA-Yahoo Inc,,Office,sobrato,2010-12-03,6527,2ga,"4301 great america pkwy, santa clara, ca 95054, usa",4301 great america pkwy,santa clara,ca,95054,usa,,,,,-121.9756107,37.393133,,,,1,204052,,,,
CBE,13282,3GA-Yahoo Inc,,Office,sobrato,2010-12-03,6528,3ga,"4551 great america pkwy, santa clara, ca 95054, usa",4551 great america pkwy,santa clara,ca,95054,usa,,,,,-121.9771684,37.3952213,,2008,,1,204052,,,,
CBE,13284,Tacoma Urban Waters - Operable Windows Controls Module,,Office,tes properties,2010-12-20,6531,tacoma urban waters,"326 e d st, tacoma, wa 98421, usa",326 e d st,tacoma,wa,98421,usa,,,,,-122.4346747,47.2597868,2010,,,4,,,,,
CBE,13285,Slattery-Cetec,,Office,,2010-12-10,6529,slattery,,,,,,australia,,,,,,,1991,1995,,,,,,,
CBE,13286,Irvine-LPA,,Office,,2010-12-27,6530,lpa irvine offices,"california, usa",california,,ca,,usa,,,,,-119.4179324,36.778261,2002,2002,,,,,,,
CBE,13289,Clark Kerr Campus-EHDD,,Residential,uc berkeley/residential student services programs,2011-02-11,6534,clark kerr campus renewal project phase 1,"2601 warring st, berkeley, ca 94720, usa",2601 warring st,berkeley,ca,94720,usa,,,,,-122.2499039,37.8637645,1930,2009,,3,,,,,
CBE,13290,HOK,,Office,calstrs,2011-02-28,6535,calstrs-hok,"100 waterfront pl, west sacramento, ca 95605, usa",100 waterfront pl,west sacramento,ca,95605,usa,,,,,-121.5091476,38.5850143,2009,,,3,71361,,,,
CBE,13291,City College of San Francisco,,Office,city college san francisco,2011-03-17,6536,ccsf-multi-use building,"frida kahlo way, san francisco, ca 94112, usa",frida kahlo way,san francisco,ca,94112,usa,,,,,-122.4524659,37.7290672,2010,,,5,130906,,,,
CBE,13292,ISIS-Cetec,,Office,,2011-03-03,6537,cetec-isis2011 level 7 and 8,,,,ca,,usa,,,,,,,,2010,,1,,,,,
CBE,13293,UCSF - M7401 HSE 15 Craniofacial Post Occ Survey,,Lab,,2011-04-11,6538,ucsf - m7401 hse 15 craniofacial post occ survey,"1701 divisadero st, san francisco, ca 94115, usa",1701 divisadero st,san francisco,ca,94115,usa,,,,,-122.4401581,37.7854795,,,,1,154264,,,,
CBE,13294,Green Sand Inc- Oceanic Time Warner Annex,,Office,,2011-04-29,6539,otw annex,,,,,,,,,,,,,2010,,,,,,,,
CBE,13296,University of Hawaii Manoa- Kuykendall Hall,,HigherEd,university of hawaii,2011-06-24,6541,kuykendall office,"1733 donagho rd, honolulu, hi 96822, usa",1733 donagho rd,honolulu,hi,96822,usa,,,,,-157.8168544,21.2969179,1964,1983,,1,95594,,,,
CBE,13297,University of Hawaii Manoa- Kuykendall Hall,,HigherEd,university of hawaii,2011-06-24,6542,kuykendall class,"1733 donagho rd, honolulu, hi 96822, usa",1733 donagho rd,honolulu,hi,96822,usa,,,,,-157.8168544,21.2969179,1964,1983,,1,95594,,,,
CBE,13298,CalSTRS-Facilities and Operations,,Random,,2011-04-09,6543,facilities & operations,"s arbuckle ln, fayetteville, ar 72701, usa",s arbuckle ln,fayetteville,ar,72701,usa,,,,,-94.1820413,36.0573089,,,,1,50413,,,,
CBE,13299,Cetec-LGS28,,Office,local government super,2011-04-26,6544,lgs28,,,,,,australia,,,,,,,1984,,,1,,,,,
CBE,13300,Cetec-LGS120,,Office,local government super,2011-04-26,6545,lgs120,,,,,,australia,,,,,,,1989,,,1,,,,,
CBE,13301,Cetec-LSG181,,Office,local government super,2011-04-26,6546,lgs181,,,,,,australia,,,,,,,1977,,,1,,,,,
CBE,13302,Cetec-LSG2-4,,Office,local government super,2011-04-26,6547,lgs2-4,,,,,,australia,,,,,,,2001,,,1,,,,,
CBE,13303,Energy Oppotunities- Midtown Community Elementary School,,K-12,neptune school district,2011-05-10,6548,midtownces,"1155 corlies ave, neptune city, nj 07753, usa",1155 corlies ave,neptune city,nj,7753,usa,,,,,-74.0188109,40.2105399,2008,,,4,,,,,
CBE,13304,Ballpark Systems-Target Field,,Office,minnesota ballpark authority,2011-05-13,6549,target field,"1 twins way, minneapolis, mn 55403, usa",1 twins way,minneapolis,mn,55403,usa,,,,,-93.277895,44.9805464,2010,,,5,59928,,,,
CBE,13305,Enermodal,,Office,enermodal engineering,2011-06-17,6550,25 york street,"25 york street, toronto, m5j 2v5, canada",25 york street,toronto,,,canada,,,,,,,2009,,,1,,,,,
CBE,13306,UC Merced - recreation/wellness,,Office,,,6551,uc merced recreation/wellness,"muir pass road, merced, ca 95340, usa",muir pass road,merced,ca,95340,usa,,,,,-120.4261932,37.3653767,,,,1,65141,,,,
